topic,term,beta
5,prior,1.4970719517642557e-4
1,rail,4.5836660610487625e-7
2,rail,4.607198299387133e-4
3,rail,2.683267514396244e-4
4,rail,3.8847499492986753e-4
5,rail,3.4665295715010052e-9
1,residence,1.5848238564882924e-4
2,residence,6.06797527730424e-5
3,residence,3.34687944160037e-4
4,residence,4.6299754153344096e-15
5,residence,4.971422252089202e-8
1,slid,1.3102066484590403e-10
2,slid,1.6299299598588885e-55
3,slid,1.8959535951240062e-4
4,slid,8.273795017405497e-87
5,slid,2.7418230833998725e-45
1,valeria,1.5591605049354812e-102
2,valeria,6.999486233168865e-104
3,valeria,6.319850256837143e-5
4,valeria,1.7973127193905567e-102
5,valeria,4.375087001775374e-83
1,122,7.184253359768835e-5
2,122,1.3442727448947016e-40
3,122,2.9792989952231075e-4
4,122,3.684391615843663e-10
5,122,2.1429261207416318e-9
1,fallen,7.553077738228903e-19
2,fallen,1.5394982236436886e-4
3,fallen,4.479552283123283e-6
4,fallen,3.262241512142487e-5
5,fallen,1.6273680928591023e-4
1,dog,9.76610360852634e-4
2,dog,8.60920798341046e-5
3,dog,4.6477970544157826e-8
4,dog,1.8639156416653435e-24
5,dog,4.825625232789948e-4
1,bicycling,9.07086391849401e-18
2,bicycling,1.4115634859478704e-4
3,bicycling,4.296840316530378e-26
4,bicycling,2.2444648426720975e-4
5,bicycling,7.452594485685656e-42
1,coffee,1.5703908432754198e-4
2,coffee,9.925322528254097e-32
3,coffee,2.0136855611629136e-4
4,coffee,6.746113514972625e-44
5,coffee,1.8535276759301304e-7
1,compass,3.2119821750770914e-102
2,compass,1.2895397260064502e-82
3,compass,9.479775385255709e-5
4,compass,1.1186595685907073e-45
5,compass,4.342171040370651e-54
1,gps,3.1814489488649656e-16
2,gps,6.13472874778088e-5
3,gps,3.8229937720963544e-4
4,gps,5.042685945943731e-21
5,gps,4.325334057870483e-6
1,flooded,2.0980175270380557e-31
2,flooded,3.357152964691567e-19
3,flooded,2.5279400951726944e-4
4,flooded,9.002572957801864e-13
5,flooded,2.6167468349483584e-88
1,machine,8.38155921527964e-5
2,machine,1.8580971611877784e-45
3,machine,6.319548528379922e-5
4,machine,1.8215431859331142e-44
5,machine,9.92408911565917e-61
1,arnold,2.793800378155958e-4
2,arnold,4.3432249372686934e-55
3,arnold,2.4644698009031427e-10
4,arnold,3.761298533854032e-5
5,arnold,6.497140627245751e-49
1,term,1.3143263220854437e-4
2,term,4.6764213835111516e-9
3,term,4.0260493177129633e-4
4,term,4.403840194211789e-10
5,term,7.433841283432389e-5
1,cutting,5.9691028990147e-7
2,cutting,0.0010367750222374775
3,cutting,5.742276530777186e-4
4,cutting,9.798398754085943e-4
5,cutting,2.949066045177091e-4
1,involved,1.5793234245589335e-4
2,involved,1.3679294473469158e-10
3,involved,4.2942599364577773e-4
4,involved,1.490141727653672e-22
5,involved,2.83956490184156e-4
1,ne56thave,5.466170869756223e-71
2,ne56thave,1.9548269913652733e-63
3,ne56thave,8.91017524538943e-110
4,ne56thave,8.172688615313875e-146
5,ne56thave,5.8204423937511723e-5
1,play,0.001136297510218648
2,play,8.24043659491954e-5
3,play,5.6845667814603085e-12
4,play,5.641334353283212e-5
5,play,2.1748137798984193e-4
1,uncontrolled,6.639974782302216e-8
2,uncontrolled,4.8506720555894e-7
3,uncontrolled,2.236619138515167e-61
4,uncontrolled,7.099454521387543e-13
5,uncontrolled,5.524694777425412e-4
1,signaled,8.37861656261229e-5
2,signaled,6.975984897202976e-5
3,signaled,3.7047314417407574e-40
4,signaled,7.545110621829203e-19
5,signaled,2.2006116970005159e-07
1,15,5.818699184214486e-4
2,15,3.741463746025049e-4
3,15,0.0010109593546652291
4,15,3.752968173054557e-4
5,15,3.93218770229035e-4
1,"2,000",1.3616094716617997e-19
2,"2,000",2.903977995717971e-6
3,"2,000",1.2355876226300769e-39
4,"2,000",1.0973285862665326e-4
5,"2,000",2.785597176994162e-25
1,damage,3.600735755559117e-15
2,damage,5.147864639524808e-4
3,damage,9.886511903699185e-4
4,damage,3.3859032940864397e-4
5,damage,5.900323663774752e-8
1,owe,2.0150199697473218e-63
2,owe,5.0581708937261867e-144
3,owe,2.627403901099383e-35
4,owe,7.523631372515452e-5
5,owe,2.6663747785073315e-44
1,rid,2.1693342962210137e-51
2,rid,2.319922216576546e-49
3,rid,3.520711291641394e-10
4,rid,1.8809036518058325e-4
5,rid,1.486834795880873e-31
1,styles,7.834018177494415e-64
2,styles,7.28749092464604e-144
3,styles,3.54231553772093e-36
4,styles,7.523631372515452e-5
5,styles,1.3459459274965244e-43
1,prepared,2.867319765454236e-76
2,prepared,1.0426557414937671e-6
3,prepared,3.540731136462317e-31
4,prepared,3.880820231185176e-65
5,prepared,1.1554177615747082e-4
1,2017,3.43904338385994e-5
2,2017,2.422177866869468e-6
3,2017,0.001281673493886941
4,2017,8.465888884452853e-4
5,2017,2.2218873696017188e-4
1,coils,4.788741418200935e-56
2,coils,2.0143906616734214e-113
3,coils,9.090079810086898e-131
4,coils,1.5358620576339117e-10
5,coils,5.820430511993297e-5
1,rolling,7.635860393612385e-8
2,rolling,2.928643308252978e-4
3,rolling,2.30189300404639e-10
4,rolling,3.06103472932744e-12
5,rolling,1.9290766994944737e-4
1,cliff,1.4755328027242273e-113
2,cliff,6.999095411631606e-5
3,cliff,1.773974261237426e-33
4,cliff,4.45049110488327e-81
5,cliff,5.360812365137112e-113
1,whitaker,5.249196296232617e-53
2,whitaker,3.849502415800514e-4
3,whitaker,5.471609207516863e-12
4,whitaker,1.3110120908138903e-43
5,whitaker,6.617568666230814e-39
1,calming,6.809194870858056e-4
2,calming,6.587174174305221e-8
3,calming,1.4040700641166115e-25
4,calming,0.0016034846243527644
5,calming,7.270548851472735e-17
1,installation,3.578448018531114e-4
2,installation,9.19467944040923e-5
3,installation,8.236116782877641e-5
4,installation,2.6721218946573304e-11
5,installation,1.7337593473905837e-4
1,beacon,3.631892995220879e-4
2,beacon,6.169112565172449e-35
3,beacon,1.4571056510230767e-28
4,beacon,2.4195856851155736e-21
5,beacon,4.1646715383767954e-11
1,wonderful,9.881832042272316e-5
2,wonderful,1.379342506152609e-4
3,wonderful,7.937117270207326e-5
4,wonderful,1.3228350201891224e-22
5,wonderful,2.794803453953471e-7
1,license,2.2070344129420098e-24
2,license,2.759522024155842e-4
3,license,0.0016151841121748482
4,license,1.6917307158101266e-24
5,license,9.184952669640896e-38
1,created,1.1958595484714242e-5
2,created,0.00020315414863650674
3,created,4.0793608273360525e-4
4,created,5.588806025739431e-4
5,created,1.3165822369356216e-8
1,swerve,4.2727703740267e-5
2,swerve,3.48656946519561e-4
3,swerve,3.3203513546569964e-4
4,swerve,6.061070120902596e-15
5,swerve,2.2304921674578117e-23
1,orange,9.581049453577544e-5
2,orange,2.6051942937293864e-4
3,orange,7.580065167129406e-20
4,orange,6.442554403749046e-4
5,orange,4.722035087974461e-11
1,break,1.0209317525030897e-4
2,break,1.3439047080284286e-4
3,break,2.1873623955852962e-4
4,break,7.071263807101295e-5
5,break,4.279046126821599e-4
1,fix,3.740736139572989e-5
2,fix,6.595092749407834e-4
3,fix,2.7884722319959393e-4
4,fix,5.029889471781929e-4
5,fix,5.418856944554912e-4
1,protect,1.4279793209281188e-4
2,protect,1.5324077179517607e-4
3,protect,4.856345988205359e-9
4,protect,1.66183660304797e-12
5,protect,3.0585444464528624e-4
1,abled,4.30584715342977e-124
2,abled,2.7811203120612656e-73
3,abled,2.688296922272892e-41
4,abled,5.655100105417346e-131
5,abled,5.8204423937511723e-5
1,mail,5.053318832746696e-5
2,mail,4.3646818935905924e-16
3,mail,2.7371869775434546e-4
4,mail,7.070037584898712e-14
5,mail,2.191112989952492e-4
1,plane,2.373060773076552e-102
2,plane,3.831327832305599e-24
3,plane,4.602277832946616e-13
4,plane,3.606532416169835e-105
5,plane,8.730663548240793e-5
1,relay,2.2684501403770156e-116
2,relay,1.841395829423225e-73
3,relay,2.7787599003645267e-40
4,relay,8.516474880715317e-51
5,relay,8.730663590626752e-5
1,84,6.360014973535197e-5
2,84,8.694497484219088e-11
3,84,1.3649572167196445e-14
4,84,4.105660526047601e-25
5,84,8.068149878018505e-4
1,veered,1.1175056593910377e-4
2,veered,2.4343518237863394e-57
3,veered,6.965374517382656e-14
4,veered,2.411133123033264e-126
5,veered,4.651520753799853e-18
1,grass,2.968021478094036e-13
2,grass,3.901080935293858e-14
3,grass,1.2746292350852799e-4
4,grass,2.1267914289509476e-24
5,grass,3.773470679926583e-4
1,container,8.783457388976017e-41
2,container,6.871117735369335e-5
3,container,2.2235033653558045e-4
4,container,1.4963724904252986e-40
5,container,6.984131774864799e-37
1,flash,7.139549895082807e-5
2,flash,2.074722139577305e-9
3,flash,3.769602274381672e-18
4,flash,1.1898953285137615e-4
5,flash,9.549373641925431e-5
1,lack,0.0013086276094032043
2,lack,1.6415131313955486e-4
3,lack,2.4851728250032274e-4
4,lack,7.289845191871525e-6
5,lack,2.7384873753165287e-4
1,rapid,3.4864070978831854e-11
2,rapid,3.2163588978942773e-53
3,rapid,9.458728049559059e-95
4,rapid,1.112850387024218e-4
5,rapid,3.0316321776720343e-5
1,drains,1.1248643029123297e-106
2,drains,1.7043574103179753e-4
3,drains,4.1008887504171985e-6
4,drains,7.227354105088201e-47
5,drains,5.3959207614994455e-55
1,pearl,1.030107117653598e-96
2,pearl,1.7842976359279224e-4
3,pearl,2.848191788387975e-5
4,pearl,8.761860733989634e-44
5,pearl,1.3986662820021004e-41
1,rains,1.8797337642356177e-10
2,rains,5.295302903028239e-19
3,rains,2.843930489478141e-4
4,rains,1.1600758021761443e-81
5,rains,3.7678211506835946e-26
1,palatine,1.590810238910424e-40
2,palatine,8.501006328554272e-48
3,palatine,1.8959550770511417e-4
4,palatine,7.576111099674855e-55
5,palatine,1.6780329230614483e-56
1,snow,3.5718377862012735e-28
2,snow,6.221324420797027e-26
3,snow,0.0011059737949464991
4,snow,3.3099007280801294e-26
5,snow,4.4978571225198666e-41
1,conditions,1.9437585017550033e-4
2,conditions,2.763822884516964e-10
3,conditions,3.8575284608558734e-4
4,conditions,2.395691655486691e-4
5,conditions,4.501064408574006e-4
1,tire,4.126619700186199e-33
2,tire,3.126503731536894e-4
3,tire,5.392516582210208e-4
4,tire,2.435581489597103e-8
5,tire,4.5398461427518976e-23
1,onramp,1.739262040983629e-7
2,onramp,2.1669415861213265e-15
3,onramp,2.267576361998388e-20
4,onramp,6.016563173966088e-4
5,onramp,4.1309360233605624e-15
1,aggressive,3.323599797336023e-4
2,aggressive,3.3696682180417735e-4
3,aggressive,2.1957544939884516e-4
4,aggressive,3.7023419854619246e-5
5,aggressive,3.940932319946974e-4
1,hazardous,7.776744872779212e-9
2,hazardous,2.1876299694482542e-4
3,hazardous,4.695046960582245e-4
4,hazardous,2.874561080103682e-4
5,hazardous,3.2737158682253313e-4
1,positive,3.340676730904955e-5
2,positive,4.459056790250094e-50
3,positive,2.1535848441686008e-33
4,positive,9.057013318699171e-29
5,positive,1.398139555061514e-4
1,multi,3.704999160691838e-28
2,multi,4.899366787972573e-4
3,multi,1.5035687815989742e-14
4,multi,3.263697177073282e-16
5,multi,6.587512429866236e-21
1,pile,1.450210847127058e-62
2,pile,5.001295495410583e-28
3,pile,3.475917641260429e-4
4,pile,1.8377065416179396e-27
5,pile,1.5304332229796505e-26
1,badly,1.5072463801756836e-4
2,badly,9.573886685955382e-5
3,badly,8.787205372772202e-5
4,badly,7.78490226929081e-6
5,badly,1.1295848473821369e-4
1,30am,1.3310810851929716e-6
2,30am,4.160771668599845e-5
3,30am,1.9825001961291035e-7
4,30am,2.9180915259373905e-4
5,30am,4.2551093086618663e-13
1,30pm,6.017788148898356e-5
2,30pm,2.1178008356934208e-30
3,30pm,4.330191136747347e-5
4,30pm,2.059837350257239e-4
5,30pm,4.7907078959941794e-36
1,stripes,4.033826185201247e-9
2,stripes,3.1365165428413457e-19
3,stripes,8.946717671362557e-13
4,stripes,6.035002069866866e-5
5,stripes,2.443298481164026e-4
1,burgundy,2.664531434957815e-163
2,burgundy,6.440739000760464e-156
3,burgundy,6.319850256837143e-5
4,burgundy,4.6242381021230476e-157
5,burgundy,9.02029130258033e-68
1,color,5.636432072524286e-17
2,color,3.890012825036041e-5
3,color,1.6935415252721444e-4
4,color,2.4888065833726015e-34
5,color,7.359915969867732e-5
1,description,1.2834684827999315e-39
2,description,9.951853398628797e-5
3,description,1.3654213985091307e-4
4,description,1.0663340939576033e-4
5,description,1.6400495783577276e-8
1,details,1.1536631252537588e-9
2,details,1.4272747989548678e-12
3,details,4.423882118196891e-4
4,details,7.364469406246687e-20
5,details,3.4101548207704685e-15
1,dirty,1.6321181682457471e-25
2,dirty,5.109254082749521e-51
3,dirty,2.2106491959558076e-4
4,dirty,9.430045745905098e-58
5,dirty,1.1957921166963234e-7
1,dumped,4.802969102496427e-84
2,dumped,2.3546024315348028e-21
3,dumped,3.159925128418569e-4
4,dumped,4.47197279836719e-19
5,dumped,1.1390253287078534e-35
1,ford,2.922312417675338e-31
2,ford,1.355227556631069e-8
3,ford,2.0301709424118636e-4
4,ford,9.68618232061339e-5
5,ford,2.6744190954294777e-33
1,gmc,8.941371337917498e-163
2,gmc,8.732486636934918e-156
3,gmc,6.319850256837143e-5
4,gmc,9.093981818248554e-157
5,gmc,1.0515071524481742e-66
1,late,3.931575281369373e-4
2,late,2.2848179157675163e-4
3,late,3.3665584239696853e-4
4,late,2.5241851439136706e-7
5,late,4.289024441955384e-4
1,plaid,2.7932151533389796e-05
2,plaid,2.460277132751852e-62
3,plaid,6.320471207027793e-5
4,plaid,3.214392044556665e-46
5,plaid,5.791410667108195e-17
1,slammed,3.735376753189822e-38
2,slammed,5.760678965334908e-38
3,slammed,2.527940102734629e-4
4,slammed,7.647434840354595e-42
5,slammed,2.0864371548311958e-17
1,sped,2.195879691077231e-4
2,sped,3.6907048848932404e-5
3,sped,2.0436539320092343e-4
4,sped,5.6684094488542807e-36
5,sped,4.70883058985635e-5
1,bottleneck,3.6301843704910107e-37
2,bottleneck,2.490133242021936e-4
3,bottleneck,1.4119813775540971e-14
4,bottleneck,2.2136081131738e-4
5,bottleneck,1.233063102452542e-13
1,inside,1.8444006800052122e-9
2,inside,3.4536504007628255e-21
3,inside,1.54707026173249e-4
4,inside,3.008599167934619e-4
5,inside,6.129783039496233e-5
1,door,6.85163135360964e-11
2,door,1.9304840594787094e-6
3,door,9.146350744594982e-4
4,door,1.634481775850908e-29
5,door,3.520184570463294e-23
1,note,7.232358120670218e-5
2,note,5.127992824052517e-4
3,note,0.0021856909233478423
4,note,4.7357026565327876e-4
5,note,5.536266733439885e-15
1,147th,8.3812924500518e-5
2,147th,1.5034349668903912e-25
3,147th,2.9305957211858274e-94
4,147th,1.1427210802008913e-43
5,147th,1.0434081714912043e-55
1,bodied,2.66965700728043e-28
2,bodied,7.568682502223315e-13
3,bodied,2.160912099756251e-53
4,bodied,5.511643779882857e-60
5,bodied,1.4551105921436827e-4
1,pretty,3.803416957767292e-4
2,pretty,1.0945356855142676e-4
3,pretty,5.570397586959311e-4
4,pretty,8.615248188055083e-4
5,pretty,1.667063888324756e-4
1,deter,4.458672889762104e-4
2,deter,9.648763370485953e-5
3,deter,5.37479212105448e-5
4,deter,9.390746612335906e-7
5,deter,1.0353380369726392e-4
1,19,6.235042162630384e-24
2,19,7.664646281953522e-5
3,19,8.462865798358829e-5
4,19,3.3029628380498434e-4
5,19,6.843084778624322e-5
1,deals,1.107888552865355e-52
2,deals,1.0002040285713433e-116
3,deals,1.2639700513674288e-4
4,deals,1.35420731013448e-59
5,deals,1.0226179186136588e-62
1,sitting,2.4685531995707706e-15
2,sitting,2.816318517911609e-4
3,sitting,7.15884653481778e-4
4,sitting,1.2080657475289763e-4
5,sitting,6.070230211463738e-5
1,thinking,1.8904782790109448e-9
2,thinking,7.389429810219698e-13
3,thinking,2.9472312937179023e-4
4,thinking,3.092757010351429e-4
5,thinking,4.224426253705234e-5
1,harbour,5.919730110782695e-46
2,harbour,5.757383223587898e-88
3,harbour,2.4782628010528637e-39
4,harbour,7.523631372515452e-5
5,harbour,9.858151321098157e-29
1,sheridan,1.589761163038301e-58
2,sheridan,7.611886113962492e-33
3,sheridan,2.843932556697602e-4
4,sheridan,1.7742756711420084e-29
5,sheridan,5.422636196199721e-12
1,bright,5.6058093310657e-10
2,bright,1.051519923825642e-23
3,bright,2.8448898551056345e-6
4,bright,4.625382665381312e-5
5,bright,3.6902735183615707e-4
1,forming,8.856464087661711e-22
2,forming,1.0492643724680761e-4
3,forming,3.186839989381984e-47
4,forming,3.75337508610218e-5
5,forming,1.151891952514095e-7
1,establish,5.586614204625223e-5
2,establish,9.863420318147572e-33
3,establish,4.841352037378425e-12
4,establish,2.0992096238765813e-34
5,establish,1.1641836540769943e-4
1,buchanan's,1.1028950178963868e-160
2,buchanan's,6.999095411631606e-5
3,buchanan's,1.3896692501665328e-53
4,buchanan's,5.1564769860035604e-107
5,buchanan's,2.485168497498279e-137
1,department,5.074868751778769e-13
2,department,9.435920452671544e-5
3,department,6.385693462067312e-4
4,department,1.5405776983750758e-4
5,department,3.641619538158049e-11
1,justin,1.012121928763701e-122
2,justin,1.3998190823263213e-4
3,justin,9.433427797073286e-28
4,justin,1.8108072986544701e-26
5,justin,1.1499457913886788e-114
1,permanent,3.4085095180891966e-5
2,permanent,1.5861423973037155e-4
3,permanent,1.2385287245331885e-4
4,permanent,4.2614033678044574e-4
5,permanent,6.214576083485811e-20
1,snowstorm,1.1514970120270071e-88
2,snowstorm,1.3988706321288116e-4
3,snowstorm,8.564054169591117e-8
4,snowstorm,2.3137606946291783e-90
5,snowstorm,1.793874124267945e-108
1,flows,7.460522847293903e-51
2,flows,1.3305459092798383e-21
3,flows,1.263592503260632e-4
4,flows,4.494620387321179e-8
5,flows,2.0483735764041443e-42
1,guys,1.1705783884787407e-7
2,guys,1.0098598402983751e-4
3,guys,6.354648392329331e-4
4,guys,3.4356665040233167e-16
5,guys,7.286634728927281e-14
1,round,1.9381922804788436e-4
2,round,2.7437864519856296e-4
3,round,1.6182959762135027e-4
4,round,1.1646095157831085e-4
5,round,1.4112209475007159e-7
1,exercising,3.630569829333476e-55
2,exercising,7.887344235465574e-115
3,exercising,1.94584249060837e-101
4,exercising,7.523631372515452e-5
5,exercising,8.587224646495925e-114
1,barricade,8.808164894638272e-52
2,barricade,1.0496117197559536e-4
3,barricade,1.2995812160252672e-81
4,barricade,1.12881622796689e-4
5,barricade,8.87195820156231e-39
1,action,1.6227530354259327e-4
2,action,3.3405052898299154e-4
3,action,3.341511768457419e-4
4,action,4.614479598151508e-4
5,action,4.017472927731561e-4
1,complained,1.2731439034373957e-19
2,complained,9.207132900199057e-10
3,complained,2.5832242129336164e-4
4,complained,6.217904016157076e-27
5,complained,5.311211392270792e-5
1,count,5.621274275306039e-16
2,count,2.4527417435414356e-4
3,count,4.510648053957319e-8
4,count,1.2093351289636536e-4
5,count,2.844761253158556e-4
1,funding,1.2054684894293698e-4
2,funding,8.182582202101799e-47
3,funding,6.300248851547485e-5
4,funding,4.2452522720764635e-5
5,funding,4.5482026751352275e-5
1,jumped,1.3515300143745102e-23
2,jumped,6.666167080240385e-31
3,jumped,1.3642841430738646e-5
4,jumped,1.5485120858321773e-29
5,jumped,1.911507283824129e-4
1,natalie,3.4446462713185065e-147
2,natalie,2.1738951046083155e-82
3,natalie,6.319850256837143e-5
4,natalie,9.407833549411541e-23
5,natalie,1.2938549677717159e-49
1,occurred,2.2395514784742734e-9
2,occurred,1.1956727125043777e-12
3,occurred,5.60156128568269e-5
4,occurred,6.747471150306382e-13
5,occurred,7.632704594200348e-4
1,partner,1.674093038184378e-48
2,partner,1.0565253461544554e-68
3,partner,8.195167672128062e-6
4,partner,1.4071647531136512e-4
5,partner,1.1814841834912158e-27
1,40th,2.0556005452810475e-4
2,40th,1.5113800928671766e-25
3,40th,9.126802166774331e-10
4,40th,1.131307235275082e-4
5,40th,2.2218987282170965e-4
1,biking,3.370223950004999e-4
2,biking,6.68729354959709e-4
3,biking,3.618019715031589e-19
4,biking,5.781269160418668e-13
5,biking,3.7331145432689016e-4
1,resurfaced,1.679865253094544e-4
2,resurfaced,8.262512109817578e-41
3,resurfaced,3.907663796954347e-50
4,resurfaced,3.713250463074064e-5
5,resurfaced,3.143903584841402e-18
1,discussed,1.474065578341982e-4
2,discussed,6.032273096547462e-5
3,discussed,1.3787731378902866e-57
4,discussed,1.2462919149181368e-47
5,discussed,9.37158604803639e-15
1,petition,2.1869020637168047e-4
2,petition,2.0858039160088875e-4
3,petition,1.913979432138449e-24
4,petition,1.9606554401341143e-4
5,petition,5.468952168148758e-22
1,initial,7.922193889549753e-68
2,initial,4.6861945984308596e-11
3,initial,9.37198848525273e-5
4,initial,9.354271085082641e-106
5,initial,9.92654553652883e-7
1,taylor,5.992842239585031e-14
2,taylor,2.9548201760614543e-12
3,taylor,2.958817067805244e-11
4,taylor,6.771244682289214e-4
5,taylor,1.7923388712439892e-9
1,dumpster,3.9417397065222904e-5
2,dumpster,7.714835668361514e-5
3,dumpster,7.655079712032662e-5
4,dumpster,1.1142569461384704e-4
5,dumpster,4.219312298395771e-16
1,southeast,1.718922563120264e-7
2,southeast,3.2334628373478956e-29
3,southeast,2.869798776118354e-19
4,southeast,8.141771213437216e-14
5,southeast,2.9084306210180465e-4
1,thoroughfare,9.303084309739413e-4
2,thoroughfare,4.4446138645329287e-4
3,thoroughfare,3.7162630247772853e-13
4,thoroughfare,3.93361312803352e-17
5,thoroughfare,4.253266567839929e-15
1,trailer,7.046253487458468e-11
2,trailer,2.6340382717764723e-4
3,trailer,3.6083075684219143e-4
4,trailer,2.3661091563540433e-4
5,trailer,5.134880433669819e-5
1,trucking,1.1095138681342846e-14
2,trucking,1.0500095846249611e-4
3,trucking,3.158613382151782e-5
4,trucking,7.676188211237227e-64
5,trucking,4.521986225487985e-42
1,wrecks,4.557414017216425e-5
2,wrecks,1.1790574626266556e-4
3,wrecks,3.158497111950422e-5
4,wrecks,1.8100205229084905e-12
5,wrecks,1.2886184293102022e-15
1,rest,1.1824371472655256e-4
2,rest,9.413951024084072e-8
3,rest,3.438049489726651e-4
4,rest,8.642443902010558e-10
5,rest,5.4849228768923675e-5
1,letter,1.7280349621132292e-13
2,letter,2.3581218743858653e-4
3,letter,5.770540926509333e-4
4,letter,1.0811228989327423e-18
5,letter,4.963814152872687e-23
1,traffic.i,5.82841633169529e-82
2,traffic.i,1.0498643117447401e-4
3,traffic.i,1.4852617735885454e-25
4,traffic.i,1.8280701933976325e-111
5,traffic.i,1.0585194822830408e-49
1,fear,3.763016843627498e-4
2,fear,6.38835345686448e-5
3,fear,8.764015232911866e-20
4,fear,4.022064597173147e-27
5,fear,0.00025333990493823513
1,wider,2.5364652993238265e-4
2,wider,1.0222093325208803e-4
3,wider,1.268689476425168e-18
4,wider,1.573024413067815e-30
5,wider,4.4295565130284615e-22
1,cinders,1.69227648699307e-104
2,cinders,7.125026568718518e-36
3,cinders,6.319850256837143e-5
4,cinders,2.0491397889488304e-119
5,cinders,5.870756947436319e-121
1,holes,1.8842697055581116e-19
2,holes,2.6474869495784046e-17
3,holes,4.739887692613806e-4
4,holes,1.6437888918994933e-15
5,holes,1.5329379328984296e-24
1,pot,1.2741381747065097e-13
2,pot,6.671796397623614e-31
3,pot,3.5435489680805596e-4
4,pot,6.71849650002248e-5
5,pot,1.5952145934573678e-31
1,appears,7.38420543125482e-5
2,appears,2.107512469637918e-6
3,appears,6.343500135687552e-4
4,appears,9.385315461331957e-4
5,appears,3.2806731744458757e-4
1,impossible,7.053847001724444e-6
2,impossible,1.0102377398969402e-4
3,impossible,6.711733792309838e-4
4,impossible,4.496164644867875e-4
5,impossible,0.0011835423693567744
1,stay,9.969035192616575e-15
2,stay,3.583655551176639e-15
3,stay,4.67851334510789e-4
4,stay,1.3900518769852053e-4
5,stay,2.1823938255021317e-4
1,stays,7.927711926707418e-62
2,stays,1.6794903717449861e-34
3,stays,8.279001691224439e-5
4,stays,1.898836287518465e-5
5,stays,8.367569194087495e-5
1,marquam,8.839189072743466e-6
2,marquam,2.6486460795524547e-6
3,marquam,2.4040472322281166e-4
4,marquam,6.291996054996619e-33
5,marquam,1.549386245974476e-30
1,possibly,2.493813226766918e-4
2,possibly,4.91908680804923e-4
3,possibly,3.559779118588481e-4
4,possibly,2.337999352254312e-4
5,possibly,2.1933817230892184e-4
1,claybourne,1.1337620283101128e-39
2,claybourne,1.049864311501523e-4
3,claybourne,3.5018928394787886e-102
4,claybourne,2.6144611724149597e-14
5,claybourne,6.580997056044026e-92
1,tragedy,2.3556408738144793e-4
2,tragedy,1.8010678474670444e-15
3,tragedy,3.1841033030999636e-31
4,tragedy,5.230114344123371e-25
5,tragedy,1.0384305256692593e-4
1,112,3.0312765210493068e-5
2,112,1.264625541943492e-84
3,112,7.070620628775536e-5
4,112,1.4534123527508582e-82
5,112,1.9713652910034712e-5
1,base,1.0213197324929945e-4
2,base,4.983708008886526e-5
3,base,2.1822372791455443e-4
4,base,2.601261432044168e-4
5,base,3.1992067717033086e-5
1,follow,5.587773906615273e-22
2,follow,6.81000505858906e-4
3,follow,3.0628019100769905e-4
4,follow,2.8936208929359084e-4
5,follow,1.2093719397689281e-4
1,landlord,2.5917916869745105e-39
2,landlord,1.234235905587815e-122
3,landlord,8.909931718025554e-5
4,landlord,5.14434255117921e-133
5,landlord,5.248134218004299e-6
1,nuisance,1.0225117960273176e-4
2,nuisance,7.101857900964937e-5
3,nuisance,6.592674642182466e-10
4,nuisance,1.3942922271842001e-22
5,nuisance,1.2544903350839357e-4
1,operations,1.276968006058082e-33
2,operations,1.9228125456313873e-43
3,operations,1.485512991165981e-4
4,operations,9.962125186436413e-17
5,operations,2.415162926576769e-4
1,redistribution,8.921206526337237e-165
2,redistribution,2.955866467862486e-158
3,redistribution,4.4999689212828655e-45
4,redistribution,4.486270747269684e-160
5,redistribution,5.8204423937511723e-5
1,rely,1.0839293078372648e-32
2,rely,4.609147416293722e-21
3,rely,2.872739958430976e-40
4,rely,3.201299660943666e-55
5,rely,1.7461327181253508e-4
1,sensitive,4.493685976195799e-44
2,sensitive,3.498390677802742e-5
3,sensitive,1.0432320274051162e-8
4,sensitive,6.120141107877793e-73
5,sensitive,5.820443783724493e-5
1,towing,5.384324459401018e-83
2,towing,7.445183808953448e-6
3,towing,9.08997556033361e-5
4,towing,3.555631879213823e-49
5,towing,5.5602985000470085e-5
1,unauthorized,9.287916931713913e-57
2,unauthorized,6.3420169731482725e-24
3,unauthorized,1.2635832145353702e-4
4,unauthorized,1.9129973356609563e-72
5,unauthorized,3.5626817175482744e-8
1,wheeler,1.7725255362875898e-63
2,wheeler,1.2809220482642167e-4
3,wheeler,4.391379335649025e-6
4,wheeler,6.286287606141599e-13
5,wheeler,1.8045637628766033e-4
1,asphalt,1.3314469792586655e-15
2,asphalt,3.1295437231159987e-15
3,asphalt,5.035819226033171e-4
4,asphalt,1.8723447797311385e-4
5,asphalt,2.5100287871162947e-6
1,spots,8.880461669041327e-30
2,spots,1.1429306222833589e-4
3,spots,4.971845753554968e-4
4,spots,5.230247857808058e-24
5,spots,3.3569395487622435e-15
1,client,3.176553976681343e-103
2,client,6.999095411631606e-5
3,client,4.673257473947166e-26
4,client,1.2021250687283661e-91
5,client,1.0102270065533116e-101
1,striped,2.871634930574119e-7
2,striped,1.3890839702886744e-4
3,striped,1.0812178828377791e-4
4,striped,1.141196723297997e-28
5,striped,2.2114015184799142e-4
1,cameras,3.009678164075419e-4
2,cameras,3.306352354753263e-10
3,cameras,1.8536886160234125e-4
4,cameras,5.2628513791148686e-17
5,cameras,9.780978940033159e-5
